"YEAR","PEO_ENFORCE_HANGYE","PEO_ENFORCE_QUYU","ENFORCEPEO_SEX","SUM(*)"
2017.0,"教育","福田区","女",11.0
2017.0,"教育","光明区","女",2.0
2017.0,"教育","龙岗区","女",15.0
2017.0,"教育","龙华区","女",5.0
2017.0,"教育","罗湖区","女",5.0
2017.0,"教育","南山区","女",0.0
2017.0,"教育","坪山区","女",1.0
2017.0,"民政","宝安区","女",2.0
2017.0,"民政","福田区","女",3.0
2017.0,"民政","光明区","女",2.0
2017.0,"民政","龙岗区","女",3.0
2017.0,"民政","龙华区","女",4.0
2017.0,"民政","罗湖区","女",0.0
2017.0,"民政","南山区","女",1.0
2017.0,"民政","坪山区","女",4.0
2017.0,"民政","盐田区","女",0.0
2017.0,"民宗","宝安区","女",0.0
2017.0,"民宗","福田区","女",1.0
2017.0,"民宗","龙华区","女",0.0
2017.0,"民宗","罗湖区","女",0.0
2017.0,"民宗","坪山区","女",0.0
2017.0,"民宗","盐田区","女",0.0
2017.0,"人社","宝安区","女",12.0
2017.0,"人社","大鹏新区","女",3.0
2017.0,"人社","福田区","女",15.0
2017.0,"人社","光明区","女",1.0
2017.0,"人社","龙岗区","女",41.0
2017.0,"人社","龙华区","女",10.0
2017.0,"人社","罗湖区","女",1.0
2017.0,"人社","南山区","女",3.0
2017.0,"人社","坪山区","女",4.0
2017.0,"人社","盐田区","女",3.0
2017.0,"审计","宝安区","女",8.0
2017.0,"审计","福田区","女",8.0
2017.0,"审计","光明区","女",4.0
2017.0,"审计","龙岗区","女",31.0
2017.0,"审计","龙华区","女",2.0
2017.0,"审计","罗湖区","女",8.0
2017.0,"审计","南山区","女",10.0
2017.0,"审计","坪山区","女",4.0
2017.0,"审计","盐田区","女",5.0
2017.0,"生态","宝安区","女",10.0
2017.0,"生态","大鹏新区","女",0.0
2017.0,"生态","福田区","女",2.0
2017.0,"生态","光明区","女",0.0
2017.0,"生态","龙岗区","女",11.0
2017.0,"生态","龙华区","女",8.0
2017.0,"生态","罗湖区","女",7.0
2017.0,"生态","南山区","女",4.0
2017.0,"生态","坪山区","女",1.0
2017.0,"生态","盐田区","女",1.0
2017.0,"事单","宝安区","女",0.0
2017.0,"事单","大鹏新区","女",0.0
2017.0,"事单","龙华区","女",1.0
2017.0,"事单","罗湖区","女",0.0
2017.0,"事单","坪山区","女",1.0
2017.0,"市监","宝安区","女",96.0
2017.0,"市监","大鹏新区","女",18.0
2017.0,"市监","福田区","女",130.0
2017.0,"市监","光明区","女",8.0
2017.0,"市监","龙岗区","女",99.0
2017.0,"市监","龙华区","女",43.0
2017.0,"市监","罗湖区","女",93.0
2017.0,"市监","南山区","女",58.0
2017.0,"市监","坪山区","女",13.0
2017.0,"市监","盐田区","女",21.0
2017.0,"水务","宝安区","女",13.0
2017.0,"水务","大鹏新区","女",0.0
2017.0,"水务","福田区","女",2.0
2017.0,"水务","光明区","女",0.0
2017.0,"水务","龙岗区","女",14.0
2017.0,"水务","龙华区","女",2.0
2017.0,"水务","罗湖区","女",4.0
2017.0,"水务","南山区","女",3.0
2017.0,"水务","坪山区","女",5.0
2017.0,"水务","盐田区","女",2.0
2017.0,"司法","宝安区","女",2.0
2017.0,"司法","福田区","女",1.0
2017.0,"司法","龙岗区","女",1.0
2017.0,"司法","龙华区","女",0.0
2017.0,"司法","罗湖区","女",5.0
2017.0,"司法","南山区","女",0.0
2017.0,"司法","坪山区","女",0.0
2017.0,"司法","盐田区","女",0.0
2017.0,"统计","宝安区","女",13.0
2017.0,"统计","福田区","女",11.0
2017.0,"统计","龙华区","女",1.0
2017.0,"统计","罗湖区","女",7.0
2017.0,"统计","南山区","女",10.0
2017.0,"统计","坪山区","女",0.0
2017.0,"退役","罗湖区","女",0.0
2017.0,"卫生","宝安区","女",55.0
2017.0,"卫生","大鹏新区","女",3.0
2017.0,"卫生","福田区","女",15.0
2017.0,"卫生","光明区","女",8.0
2017.0,"卫生","龙岗区","女",74.0
2017.0,"卫生","龙华区","女",2.0
2017.0,"卫生","罗湖区","女",4.0
2017.0,"卫生","南山区","女",0.0
2017.0,"卫生","坪山区","女",14.0
2017.0,"卫生","盐田区","女",3.0
2017.0,"文体","宝安区","女",1.0
2017.0,"文体","福田区","女",4.0
2017.0,"文体","龙岗区","女",7.0
2017.0,"文体","罗湖区","女",1.0
2017.0,"文体","南山区","女",2.0
2017.0,"医疗","宝安区","女",3.0
2017.0,"医疗","大鹏新区","女",1.0
2017.0,"医疗","福田区","女",1.0
2017.0,"医疗","光明区","女",0.0
2017.0,"医疗","龙岗区","女",1.0
2017.0,"医疗","龙华区","女",2.0
2017.0,"医疗","罗湖区","女",0.0
2017.0,"医疗","南山区","女",1.0
2017.0,"医疗","坪山区","女",1.0
2017.0,"医疗","盐田区","女",0.0
2017.0,"应急","宝安区","女",27.0
2017.0,"应急","大鹏新区","女",12.0
2017.0,"应急","福田区","女",56.0
2017.0,"应急","光明区","女",1.0
2017.0,"应急","龙岗区","女",27.0
2017.0,"应急","龙华区","女",4.0
2017.0,"应急","罗湖区","女",29.0
2017.0,"应急","南山区","女",53.0
2017.0,"应急","坪山区","女",16.0
2017.0,"应急","盐田区","女",4.0
2017.0,"住建","宝安区","女",32.0
2017.0,"住建","大鹏新区","女",0.0
2017.0,"住建","福田区","女",0.0
2017.0,"住建","光明区","女",0.0
2017.0,"住建","龙岗区","女",35.0
2017.0,"住建","龙华区","女",7.0
2017.0,"住建","罗湖区","女",15.0
2017.0,"住建","南山区","女",17.0
2017.0,"住建","坪山区","女",4.0
2017.0,"住建","盐田区","女",3.0
2018.0,"财政","宝安区","女",14.0
2018.0,"财政","大鹏新区","女",1.0
2018.0,"财政","福田区","女",15.0
2018.0,"财政","光明区","女",1.0
2018.0,"财政","龙岗区","女",8.0
2018.0,"财政","龙华区","女",3.0
2018.0,"财政","罗湖区","女",13.0
2018.0,"财政","南山区","女",13.0
2018.0,"财政","坪山区","女",3.0
2018.0,"财政","盐田区","女",1.0
2018.0,"城管","宝安区","女",6.0
2018.0,"城管","大鹏新区","女",4.0
2018.0,"城管","福田区","女",0.0
2018.0,"城管","光明区","女",2.0
2018.0,"城管","龙岗区","女",27.0
2018.0,"城管","罗湖区","女",10.0
2018.0,"城管","南山区","女",28.0
2018.0,"城管","坪山区","女",12.0
2018.0,"档案","龙岗区","女",1.0
2018.0,"档案","盐田区","女",0.0
2018.0,"发改","大鹏新区","女",1.0
2018.0,"发改","光明区","女",3.0
2018.0,"工信","宝安区","女",4.0
2018.0,"工信","龙华区","女",13.0
2018.0,"工信","南山区","女",4.0
2018.0,"规自","宝安区","女",32.0
2018.0,"规自","大鹏新区","女",10.0
2018.0,"规自","福田区","女",18.0
2018.0,"规自","光明区","女",29.0
2018.0,"规自","龙岗区","女",11.0
2018.0,"规自","龙华区","女",21.0
2018.0,"规自","罗湖区","女",11.0
2018.0,"规自","南山区","女",16.0
2018.0,"规自","坪山区","女",17.0
2018.0,"规自","盐田区","女",14.0
2018.0,"教育","宝安区","女",3.0
2018.0,"教育","福田区","女",15.0
2018.0,"教育","光明区","女",2.0
2018.0,"教育","龙岗区","女",17.0
2018.0,"教育","龙华区","女",5.0
2018.0,"教育","罗湖区","女",5.0
2018.0,"教育","南山区","女",0.0
2018.0,"教育","坪山区","女",1.0
2018.0,"民政","宝安区","女",3.0
2018.0,"民政","福田区","女",4.0
2018.0,"民政","光明区","女",2.0
2018.0,"民政","龙岗区","女",8.0
2018.0,"民政","龙华区","女",4.0
2018.0,"民政","罗湖区","女",0.0
2018.0,"民政","南山区","女",2.0
2018.0,"民政","坪山区","女",7.0
2018.0,"民政","盐田区","女",4.0
2018.0,"民宗","宝安区","女",0.0
2018.0,"民宗","福田区","女",1.0
2018.0,"民宗","龙华区","女",2.0
2018.0,"民宗","罗湖区","女",4.0
2018.0,"民宗","坪山区","女",1.0
2018.0,"民宗","盐田区","女",0.0
2018.0,"人社","宝安区","女",12.0
2018.0,"人社","大鹏新区","女",3.0
2018.0,"人社","福田区","女",15.0
2018.0,"人社","光明区","女",2.0
2018.0,"人社","龙岗区","女",52.0
2018.0,"人社","龙华区","女",18.0
2018.0,"人社","罗湖区","女",12.0
2018.0,"人社","南山区","女",3.0
2018.0,"人社","坪山区","女",4.0
2018.0,"人社","盐田区","女",6.0
2018.0,"审计","宝安区","女",8.0
2018.0,"审计","福田区","女",9.0
2018.0,"审计","光明区","女",4.0
2018.0,"审计","龙岗区","女",31.0
2018.0,"审计","龙华区","女",5.0
2018.0,"审计","罗湖区","女",11.0
2018.0,"审计","南山区","女",12.0
2018.0,"审计","坪山区","女",7.0
2018.0,"审计","盐田区","女",8.0
2018.0,"生态","宝安区","女",12.0
2018.0,"生态","大鹏新区","女",3.0
2018.0,"生态","福田区","女",5.0
2018.0,"生态","光明区","女",0.0
2018.0,"生态","龙岗区","女",13.0
2018.0,"生态","龙华区","女",8.0
2018.0,"生态","罗湖区","女",11.0
2018.0,"生态","南山区","女",4.0
2018.0,"生态","坪山区","女",2.0
2018.0,"生态","盐田区","女",3.0
2018.0,"事单","宝安区","女",0.0
2018.0,"事单","大鹏新区","女",1.0
2018.0,"事单","龙华区","女",1.0
2018.0,"事单","罗湖区","女",1.0
2018.0,"事单","坪山区","女",1.0
2018.0,"市监","宝安区","女",113.0
2018.0,"市监","大鹏新区","女",25.0
2018.0,"市监","福田区","女",146.0
2018.0,"市监","光明区","女",28.0
2018.0,"市监","龙岗区","女",115.0
2018.0,"市监","龙华区","女",50.0
2018.0,"市监","罗湖区","女",108.0
2018.0,"市监","南山区","女",61.0
2018.0,"市监","坪山区","女",23.0
2018.0,"市监","盐田区","女",24.0
2018.0,"水务","宝安区","女",15.0
2018.0,"水务","大鹏新区","女",1.0
2018.0,"水务","福田区","女",8.0
2018.0,"水务","光明区","女",0.0
2018.0,"水务","龙岗区","女",14.0
2018.0,"水务","龙华区","女",3.0
2018.0,"水务","罗湖区","女",4.0
2018.0,"水务","南山区","女",3.0
2018.0,"水务","坪山区","女",8.0
2018.0,"水务","盐田区","女",3.0
2018.0,"司法","宝安区","女",4.0
2018.0,"司法","福田区","女",6.0
2018.0,"司法","龙岗区","女",2.0
2018.0,"司法","龙华区","女",1.0
2018.0,"司法","罗湖区","女",5.0
2018.0,"司法","南山区","女",1.0
2018.0,"司法","坪山区","女",0.0
2018.0,"司法","盐田区","女",2.0
2018.0,"统计","宝安区","女",13.0
2018.0,"统计","福田区","女",14.0
2018.0,"统计","龙华区","女",2.0
2018.0,"统计","罗湖区","女",9.0
2018.0,"统计","南山区","女",10.0
2018.0,"统计","坪山区","女",0.0
2018.0,"退役","罗湖区","女",0.0
2018.0,"卫生","宝安区","女",72.0
2018.0,"卫生","大鹏新区","女",8.0
2018.0,"卫生","福田区","女",26.0
2018.0,"卫生","光明区","女",8.0
2018.0,"卫生","龙岗区","女",78.0
2018.0,"卫生","龙华区","女",4.0
2018.0,"卫生","罗湖区","女",14.0
2018.0,"卫生","南山区","女",17.0
2018.0,"卫生","坪山区","女",15.0
2018.0,"卫生","盐田区","女",3.0
2018.0,"文体","宝安区","女",1.0
2018.0,"文体","福田区","女",4.0
2018.0,"文体","龙岗区","女",8.0
2018.0,"文体","罗湖区","女",1.0
2018.0,"文体","南山区","女",4.0
2018.0,"医疗","宝安区","女",3.0
2018.0,"医疗","大鹏新区","女",1.0
2018.0,"医疗","福田区","女",3.0
2018.0,"医疗","光明区","女",0.0
2018.0,"医疗","龙岗区","女",3.0
2018.0,"医疗","龙华区","女",3.0
2018.0,"医疗","罗湖区","女",0.0
2018.0,"医疗","南山区","女",1.0
2018.0,"医疗","坪山区","女",1.0
2018.0,"医疗","盐田区","女",1.0
2018.0,"应急","宝安区","女",30.0
2018.0,"应急","大鹏新区","女",14.0
2018.0,"应急","福田区","女",85.0
2018.0,"应急","光明区","女",2.0
2018.0,"应急","龙岗区","女",43.0
2018.0,"应急","龙华区","女",56.0
2018.0,"应急","罗湖区","女",41.0
2018.0,"应急","南山区","女",72.0
2018.0,"应急","坪山区","女",39.0
2018.0,"应急","盐田区","女",5.0
2018.0,"住建","宝安区","女",37.0
2018.0,"住建","大鹏新区","女",8.0
2018.0,"住建","福田区","女",8.0
2018.0,"住建","光明区","女",1.0
2018.0,"住建","龙岗区","女",38.0
2018.0,"住建","龙华区","女",15.0
2018.0,"住建","罗湖区","女",23.0
2018.0,"住建","南山区","女",17.0
2018.0,"住建","坪山区","女",5.0
2018.0,"住建","盐田区","女",7.0
2019.0,"财政","宝安区","女",14.0
2019.0,"财政","大鹏新区","女",1.0
2019.0,"财政","福田区","女",15.0
2019.0,"财政","光明区","女",1.0
2019.0,"财政","龙岗区","女",8.0
2019.0,"财政","龙华区","女",3.0
2019.0,"财政","罗湖区","女",13.0
2019.0,"财政","南山区","女",13.0
2019.0,"财政","坪山区","女",6.0
2019.0,"财政","盐田区","女",6.0
2019.0,"城管","宝安区","女",6.0
2019.0,"城管","大鹏新区","女",4.0
2019.0,"城管","福田区","女",4.0
2019.0,"城管","光明区","女",2.0
2019.0,"城管","龙岗区","女",28.0
2019.0,"城管","罗湖区","女",10.0
2019.0,"城管","南山区","女",28.0
2019.0,"城管","坪山区","女",20.0
2019.0,"档案","龙岗区","女",1.0
2019.0,"档案","盐田区","女",1.0
2019.0,"发改","大鹏新区","女",1.0
2019.0,"发改","光明区","女",3.0
2019.0,"工信","宝安区","女",4.0
2019.0,"工信","龙华区","女",13.0
2019.0,"工信","南山区","女",4.0
2019.0,"规自","宝安区","女",36.0
2019.0,"规自","大鹏新区","女",10.0
2019.0,"规自","福田区","女",19.0
2019.0,"规自","光明区","女",29.0
2019.0,"规自","龙岗区","女",11.0
2019.0,"规自","龙华区","女",22.0
2019.0,"规自","罗湖区","女",11.0
2019.0,"规自","南山区","女",19.0
2019.0,"规自","坪山区","女",18.0
2019.0,"规自","盐田区","女",15.0
2019.0,"教育","宝安区","女",6.0
2019.0,"教育","福田区","女",15.0
2019.0,"教育","光明区","女",2.0
2019.0,"教育","龙岗区","女",17.0
2019.0,"教育","龙华区","女",5.0
2019.0,"教育","罗湖区","女",5.0
2019.0,"教育","南山区","女",3.0
2019.0,"教育","坪山区","女",3.0
2019.0,"民政","宝安区","女",3.0
2019.0,"民政","福田区","女",4.0
2019.0,"民政","光明区","女",2.0
2019.0,"民政","龙岗区","女",10.0
2019.0,"民政","龙华区","女",4.0
2019.0,"民政","罗湖区","女",1.0
2019.0,"民政","南山区","女",3.0
2019.0,"民政","坪山区","女",7.0
2019.0,"民政","盐田区","女",4.0
2019.0,"民宗","宝安区","女",3.0
2019.0,"民宗","福田区","女",1.0
2019.0,"民宗","龙华区","女",2.0
2019.0,"民宗","罗湖区","女",4.0
2019.0,"民宗","坪山区","女",1.0
2019.0,"民宗","盐田区","女",2.0
2019.0,"人社","宝安区","女",15.0
2019.0,"人社","大鹏新区","女",3.0
2019.0,"人社","福田区","女",15.0
2019.0,"人社","光明区","女",2.0
2019.0,"人社","龙岗区","女",55.0
2019.0,"人社","龙华区","女",27.0
2019.0,"人社","罗湖区","女",14.0
2019.0,"人社","南山区","女",4.0
2019.0,"人社","坪山区","女",5.0
2019.0,"人社","盐田区","女",7.0
2019.0,"审计","宝安区","女",14.0
2019.0,"审计","福田区","女",10.0
2019.0,"审计","光明区","女",4.0
2019.0,"审计","龙岗区","女",31.0
2019.0,"审计","龙华区","女",5.0
2019.0,"审计","罗湖区","女",11.0
2019.0,"审计","南山区","女",12.0
2019.0,"审计","坪山区","女",10.0
2019.0,"审计","盐田区","女",8.0
2019.0,"生态","宝安区","女",12.0
2019.0,"生态","大鹏新区","女",3.0
2019.0,"生态","福田区","女",5.0
2019.0,"生态","光明区","女",2.0
2019.0,"生态","龙岗区","女",13.0
2019.0,"生态","龙华区","女",8.0
2019.0,"生态","罗湖区","女",11.0
2019.0,"生态","南山区","女",4.0
2019.0,"生态","坪山区","女",3.0
2019.0,"生态","盐田区","女",3.0
2019.0,"事单","宝安区","女",1.0
2019.0,"事单","大鹏新区","女",1.0
2019.0,"事单","龙华区","女",1.0
2019.0,"事单","罗湖区","女",1.0
2019.0,"事单","坪山区","女",1.0
2019.0,"市监","宝安区","女",118.0
2019.0,"市监","大鹏新区","女",25.0
2019.0,"市监","福田区","女",146.0
2019.0,"市监","光明区","女",28.0
2019.0,"市监","龙岗区","女",118.0
2019.0,"市监","龙华区","女",50.0
2019.0,"市监","罗湖区","女",113.0
2019.0,"市监","南山区","女",64.0
2019.0,"市监","坪山区","女",23.0
2019.0,"市监","盐田区","女",24.0
2019.0,"水务","宝安区","女",16.0
2019.0,"水务","大鹏新区","女",1.0
2019.0,"水务","福田区","女",8.0
2019.0,"水务","光明区","女",1.0
2019.0,"水务","龙岗区","女",14.0
2019.0,"水务","龙华区","女",3.0
2019.0,"水务","罗湖区","女",9.0
2019.0,"水务","南山区","女",3.0
2019.0,"水务","坪山区","女",8.0
2019.0,"水务","盐田区","女",3.0
2019.0,"司法","宝安区","女",4.0
2019.0,"司法","福田区","女",6.0
2019.0,"司法","龙岗区","女",2.0
2019.0,"司法","龙华区","女",1.0
2019.0,"司法","罗湖区","女",5.0
2019.0,"司法","南山区","女",1.0
2019.0,"司法","坪山区","女",1.0
2019.0,"司法","盐田区","女",2.0
2019.0,"统计","宝安区","女",13.0
2019.0,"统计","福田区","女",14.0
2019.0,"统计","龙华区","女",2.0
2019.0,"统计","罗湖区","女",13.0
2019.0,"统计","南山区","女",11.0
2019.0,"统计","坪山区","女",11.0
2019.0,"退役","罗湖区","女",1.0
2019.0,"卫生","宝安区","女",84.0
2019.0,"卫生","大鹏新区","女",8.0
2019.0,"卫生","福田区","女",26.0
2019.0,"卫生","光明区","女",8.0
2019.0,"卫生","龙岗区","女",78.0
2019.0,"卫生","龙华区","女",5.0
2019.0,"卫生","罗湖区","女",14.0
2019.0,"卫生","南山区","女",29.0
2019.0,"卫生","坪山区","女",17.0
2019.0,"卫生","盐田区","女",3.0
2019.0,"文体","宝安区","女",1.0
2019.0,"文体","福田区","女",4.0
2019.0,"文体","龙岗区","女",8.0
2019.0,"文体","罗湖区","女",1.0
2019.0,"文体","南山区","女",4.0
2019.0,"医疗","宝安区","女",6.0
2019.0,"医疗","大鹏新区","女",1.0
2019.0,"医疗","福田区","女",7.0
2019.0,"医疗","光明区","女",2.0
2019.0,"医疗","龙岗区","女",5.0
2019.0,"医疗","龙华区","女",5.0
2019.0,"医疗","罗湖区","女",2.0
2019.0,"医疗","南山区","女",7.0
2019.0,"医疗","坪山区","女",2.0
2019.0,"医疗","盐田区","女",4.0
2019.0,"应急","宝安区","女",30.0
2019.0,"应急","大鹏新区","女",14.0
2019.0,"应急","福田区","女",85.0
2019.0,"应急","光明区","女",2.0
2019.0,"应急","龙岗区","女",44.0
2019.0,"应急","龙华区","女",56.0
2019.0,"应急","罗湖区","女",41.0
2019.0,"应急","南山区","女",73.0
2019.0,"应急","坪山区","女",42.0
2019.0,"应急","盐田区","女",5.0
2019.0,"住建","宝安区","女",41.0
2019.0,"住建","大鹏新区","女",8.0
2019.0,"住建","福田区","女",9.0
2019.0,"住建","光明区","女",1.0
2019.0,"住建","龙岗区","女",38.0
2019.0,"住建","龙华区","女",18.0
2019.0,"住建","罗湖区","女",23.0
2019.0,"住建","南山区","女",17.0
2019.0,"住建","坪山区","女",7.0
2019.0,"住建","盐田区","女",12.0
